"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Montenegro","MNE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1878.8","1492","2294","2226.2","2085.4","2357.6","2201.6","2391.5","2415.4","2299.8","2524","2101.7","2389.8","2350","1701.45","",
"Mongolia","MNG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","100","150","150","150","150","200","200","200","200","200","150","150","150","150","150","150","150","150","150","145","143","143","98","245","345","241","311","218","227","258","175","133","153","147","178","193","249","264","255","192","336","406","296","172","169","214","227","230","184","213","153.24","122.99","132.53","189.12","188.14","145.17","140.84","160.58","156.29","139.27","138.38","",
"Mozambique","MOZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13400","12800","12800","13500","13900","16200","17300","17000","17700","19000","20100","22900","22900","26300","28660","25490","27900","26950","25940","28630","33850","40630","38180","40940","34947","36326","42683","39805","35453","30187","31197","29351","24402","23325","23778","27411","38230","41709","35453","38026","41530","36556","40432","93543","91954","85778","95080","94151","123047","151500","163419","196076.29","211299.61","222822","254202","287850","300932.74","331396.2","352080.12","403579.5","403115.5","",
"Mauritania","MRT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2500","2500","2800","2800","2800","3000","3000","3000","3300","4000","5400","5200","6600","6400","7679","7038","6660","7668","7113","6540","6364","7157","9810","9458","10388","12229","12899","17351","17190","16980","14176","18662","18961","20689","18287","16571","12034","14143","12176","12290","9702","11045","10762","11001","10321","10255","9124","8500","7116","8293.4","7933.5","7843.3","6864","8310.3","15432.5","16571.99","19232.32","26240.52","31408.6","37493.2","29286.88","",
"Malawi","MWI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13600","14300","19500","21700","21200","33900","32500","29300","32900","38200","47000","60000","70000","69300","70277","70992","74900","68200","67800","60002","65764","51401","58429","67006","65068","62072","72858","88596","78817","70771","74100","63729","69484","68206","58804","53890","63809","56571","41340","45982","50530","41187","41971","54209","57196","60407","74287","68000","71719","70945","100929","85248","128624","115953","120870.56","146617","160498.39","211671.8","230863","163184","180508.22","",
"Malaysia","MYS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","155641","168011","189845","220141","213602","230008","273509","344311","383208","349602","341748","368506","359450","444767","525366","474267","516339","622301","688729","699496","740265","808984","732408","795251","802801.4","797307.4","822770.3","911067.57","876258.18","943787.09","1008997.2","979921.79","1105678.76","1154285.14","1182006.49","1249207","1243317","1284326","1290583","1422903","1461295","1415881","1463643","1483281","1541989","1434098","1518694","1658042","1756909","1874005.3","2018698.92","1909573.35","2116237.11","2023321.8","1989740.47","2003019.18","1992258.1","1901885.53","1855008.87","1877376.18","1793021.17","",
"North America","NAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3750086","3991421","4131311","3990906","3857151","4025271","3915175","3735380","4037948","3960762","4359068","4368469","4120880","4147777","4098862","4097641","4406609","4483794","5044633","5172817","5248591","5379649.08","5644850.04","5796785.11","6360477.24","6526228.52","6797538","7709474","7756354.96","7543001.33","7662880.44","7156118.16","7064654.38","7239771.74","7156483.56","6568206","6461023","6677143","6413417","6602178","6405713","6716888","6775276","6854483","6958612","6776223","6701970","6523885","5998803","5859796","6031748","6641345.33","6520666.23","6550188.36","6389271.53","6472954","6378308.93","6517032.29","6320147.54","6294873.83","5612457.93","",
"Namibia","NAM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","5000","5000","5000","5000","6500","6500","6500","6500","6550","7050","7850","8750","9050","9750","10250","10850","11650","12100","12900","13700","14923","32437","33395","21225","268292","209025","656404","790615","649440","570699","518831","514129","608790","580810","590744","548847","626156","638349","571391","554187","509858.5","413693.5","373427.6","379512.6","382624.64","414460.12","470074.35","486251.56","444614.34","510488.73","516183.1","501929.21","490491.34","467429.39","329935.64","",
"New Caledonia","NCL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","800","1200","1000","1000","900","500","500","500","500","500","500","800","868","973","883","3042","2963","2629","3349","2448","3384","2974","3721","3445","4518","5331","4180","3619","5558","5063","4284","3621","4239","3833","4256.4","3714.7","4852.3","5100.1","5247.4","5392","5375.9","5336.5","6143","6000","5698","5627.7","6025","5785","5250","5557.48","5551.46","5503","5904","5910","5473.25","5152.5","4746.07","5229.12","4804.48","",
"Niger","NER","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3400","4200","6000","9000","6300","5000","5000","3700","4300","3000","2400","5400","16400","16200","15050","9142","4715","7372","8783","8934","8892","8208","6840","3251","3000","2000","2345","2283","2499","4741","3354","3145","2464","2172","2533","3651","4167","6341","7025","11014","16265","20821","23600","55900","51506","50058","29875","29768","30000","29954","40070","53258","46600","45200","47329","27300","34892","25545","31392","40409.65","46649","",
"Nigeria","NGA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","58510","55010","65230","66250","85470","97280","110100","119420","120130","115850","155899","245296","246394","250593","257336","256500","260585","262178","264068","268753","261293","260132","269715","272312","263933","245353","271573","260808","279514","300449","316328","267705","318415","255499","281232","366101","357484","412220","483482","477365","467095","476544","511719","505839","509201","579537","636901","615507","744575","751006","817516","856614","922652","1000061","1073059","1027058","1041498","1212474.97","1169478","1114556.25","1044812.42","",
"Nicaragua","NIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4000","4000","4000","5000","5000","5600","7000","8000","8700","9500","9800","9400","11200","13900","8689","10778","10513","13914","15900","9121","6996","5944","5000","4565","4356","4191","2501","5031","4728","4656","3162","5783","6743","8212","11721","11989","16224","17423","19974","24042","27954","25783","25647","22659","27548","38222","43418","38849","47390","56796","57950","49293","58134.99","67385.9","84930","66070","66205","75881","84022.39","80811","79113","",
"Netherlands","NLD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","303400","346100","321200","361000","388100","377200","353000","314500","323300","323200","300800","321200","348300","343736","325861","350558","284999","313094","324486","323773","340512","479772","544867","561989","496061","554911","502877","511773","476409","530228","507239","458814","487076","532882","529431","522031","510669","550010","656719","623371","571005","575205","518465","592821","600234","626976","558632","544433","487186.7","442582.6","501459.1","413983.97","393488.33","374057","434397","447259","432310","552289","465160","366620","345027","",
"Norway","NOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1388142","1527010","1321310","1387812","1607991","2308843","2867099","3250881","2804413","2490990","2983097","3103016","3204960","3016131","2671073","2555454","3420397","3546340","2715019","2768418","2535773","2700340","2650209","2972432","2601762","2252236","2073607","2122605","2010322","2087169","1950525","2363389","2751218","2749236","2769670","2986759","3143134","3422357","3451742","3282008","3383120","3372900","3474416","3286434","3309501","3208377","3114154","3356219","3432254.25","3655340.26","3858272.01","3586469.85","3603765.65","3489261.66","3782861.14","3833095.16","3527509.72","3867386.76","4020185.1","3931628.23","4093986.16","",
"Nepal","NPL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1300","1500","1500","1500","1600","1600","1603","1809","1818","1926","1900","2100","2200","2200","2200","2500","2800","3000","3300","3500","3654","3868","4400","4700","4860","9076","9443","10716","12100","12522","14546","15595","16540","16950","17003","21148","21879","23207","24866","25780","31723","33270","35000","36568","39947","42463","45425","46779","48750","48230","49730","52450","56000","57520","64900","69500","70543","77157.1","86864","92252","97822","",
"Nauru","NRU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","120","120","120","130","130","140","140","140","140","150","150","150","170","170","180","180","190","377","500","500","480","460","440","420","400","380","360.4","342","342","300","330","370.8","420","475","530","589","255","229","263.1","270.3","270.3","270.3","270.3","9156.5","33525.3","92388.5","",
"New Zealand","NZL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","52289","51134","49815","50046","44557","49007","56418","60971","59651","50543","60203","66800","59068","66884","70040","65076","71637","79229","99727","120169","157585","170302","175682","205347","218943","214819","225147","260335","304555","343092","380303","435024","521751","485518","503846","627114","500241","725767","741836.1","691838","639099","645860","675232","635570","638292","650762.01","584322.01","606600.01","564892.33","544720.4","547185.37","547603.99","542091.24","541189.91","552245.47","525087.59","533957.08","547673.13","512559.77","527209.89","483089.09","",
"OECD members","OED","Total fisheries production (metric tons)","ER.FSH.PROD.MT","18929324","20297290","20990587","21348161.1","22118530.1","23670319.4","25222472.8","26226829","27521886","26498172","28420347","29672259","29704777","30650281","31553263","30949580","33111222","33307657","34125567.1","34887988.7","36125856.9","38119709.16","37976962.26","39183138.22","41696278.43","41604116.37","43726251.18","43531102.29","45878081.72","45692467.76","42549282.55","41554338.96","42145138.42","41188361.08","42795837.34","42392642.8","41421488.67","41488934.38","36646148.16","38203370.04","37015122.69","37119049.8","36956899.77","35791259.29","36749938.68","35786330.46","35470711.36","35391654.05","34430673.6","34050598.89","33192383.49","33663447.61","32926001.33","32201153.81","33112932.9","32689883.44","31276432.41","33647767.29","33701133.6","33028550.73","31835366.41","",
"Oman","OMN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","55000","55000","60000","60000","60000","65000","70000","70000","70000","70000","92000","114000","136000","158000","180000","198850","197984","175000","152000","129000","106000","83650","89376","108766","105200","101180","96353","136140","165676","119224","119783","116454","109218","105772","118572","139861","121618","118995","106184","108809","120421","129907","142669","138833","165531.4","157544","147782","151840","152031","158669.4","164054","158723","191731","206522","211319.4","257192","279691","347616.25","555009.45","580240","794725.95","",
"Other small states","OSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","653304","758089","873257","824828","1017043","1249317","1299007","956279","663196","752953","801903","752275","796455","988230","1018085","1068456","1085164","1474733","1661137","1741593","1608103","1543694","890298","943058.77","1646583","1795775","1769929.39","1771074","2293880","2016301","2236769.04","1709290.1","2484090","2793211","2475071","2467823","2870144","3047125","2620434","2673681","2947369","2909107","3224794","3015290","2753521","2679621","2248645.3","2180973.5","2027381.6","1898456.9","1827507.95","1908008.35","2262898.94","2217483.56","1917150.86","2268627.17","2068851.76","2206640.52","2306160.05","2086016.07","1900716.01","",
"Pakistan","PAK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","83817","80996","81727","93593","110668","122758","164642","166565","171167","186016","193624","191611","231862","249884","197861","203889","210679","273425","283329","291279","261842","290988","300111","340861","372014","408303","417966","416269","434924","437064","463828","504433","533245","601034","533857","523739","532339","590107","597457","663531","611228","598436","601640","572413","571482","530614.97","628299","583387","605763","597157","595615","599673.99","622806","632766.01","628504","660652.99","672786.02","694394.99","663893.01","649247","655245","",
"Panama","PAN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","11000","11500","15300","14100","25900","39700","73100","72300","71900","36800","58890","78750","70156","114959","88762","116934","185339","239751","140097","166331","216811","144798","120016","167593","135014","293351","148191","166386","122861","185778","133738","168163","176720","190190","191900","209383","155686","170050","210689","124372","229375","279896","259940","236342","222422","272281","272370","231544","239002","245980.38","188676.53","178610.79","187430.66","208911.57","171846.46","153362.22","157555.26","156732.85","184370.18","238881.91","191584","",
"Peru","PER","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3502700","5216500","6884300","6822000","9037700","7385400","8712500","10057700","10444405","9147515","12484240","10507154","4678399","2295861","4126080","3415487","4343785","2503892","3443705","3653017","2709923","2718481","3515081","1570508","3320188","4138458","5616763","4587842","6642111","6854349","6874400","6905099","7508289","9009882","12005290","8943526","9523079","7877802","4353248","8437389","10665173","7999263","8782897","6107545","9634059","9419469","7049318","7260861","7451437","6977772","4394996","8347157.35","4925052.85","6002185.89","3714324.42","4934836.46","3928938.15","4285651.36","7349861.86","5012588.63","5819038.95","",
"Philippines","PHL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","498365","499123","529681","591478","646376","715572","760840","804352","985764","964447","1103203","1123675","1228537","1314391","1400319","1470726","1378731","1505870","1590167","1607135","1715211","1777203","1903187","2135793.4","2080607","2064326.7","2097164.5","2228233.4","2279701.4","2393133.4","2522319","2618883","2659598","2656487","2742710","2829131","2825515","2820119","2867336","2943418","3020919","3182008","3383487","3632712","3952056","4189329","4433654.49","4735293","4958398.1","4991228.44","5048839","4828900","4748535.32","4575228.58","4586796.27","4502146","4227937.75","4126940.23","4125040.45","4188403.04","4237685.79","",
"Palau","PLW","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","600","600","1866","3370","3386","4106","5756","5462","8882","2943","2319","3150","7608","7069","6136","4883","10602","6699","7516","10276","5053","1041","1037","1204","1132","1187","1268","1350","1077","1094","1501","1238.64","1088","1417.09","1070.45","913","952","961","1273","1086","1031","1051","1084","1435.9","972","1159.82","1188.2","1075.88","992.11","1023.78","940.91","906.9","893.33","874.19","841.8","3475.7","3910.31","4714.12","798","",
"Papua New Guinea","PNG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12200","12200","13100","15200","15200","15800","15300","15400","15800","16500","15628","30668","27271","45600","50027","34774","50671","27555","52224","34488","44620","46509","17589","15387","17663","25921","25815","26072","26526","26098","26562","26101","26541","25951.69","26466.31","39444.66","38047.45","46505.43","78702.55","56031.37","110318.38","125473.88","141886.41","177624.56","243430.37","255064.49","254239.7","248731.15","223949.51","232031.72","228049.95","201747.33","260646.93","245726.04","261866.04","240658.77","327923.47","334087.57","339529.53","292974.94","223899.47","",
"Poland","POL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","184011","185522","180516","226737","264941","297457","334722","338142","406746","407847","469461","517614","544218","578938","679148","801041","751063","663589","581025","599281","640419","623088","609281","740833","720369","678297","645085","672120","653977","565391","474692","458127","511975","414015","462532","454483","370493","377593","271801","269435","253477","260524","256149","215835","227239","193167","181346","187448","179309","260396","220473","227345","230646","249378.13","231707.69","242399","256408","265195.77","266065.34","256162","254090.3","",
"Pre-demographic dividend","PRE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1021290","1030020","1116790","1131930","1344700","1312679","1451270","1488756","1597023","1765349","1835505","1882280","2221783","2195880","2138449","1942700","1887382","2013501","1961893","1949829","1936918","1934957","1950390","2026222","2112507","2108929","2245315","2353578","2451596.31","2543187.03","2722783.2","2539128.75","2710066.31","2663442.36","2627690.08","2890971.74","2929096.15","3053482.83","3061584.37","3162324.95","3369588.91","3393072.56","3416969.83","3576246.25","3732025.25","3833372.5","3887202.5","4136990","4269285.5","4405159.05","4603705.39","4883167.42","5120234.2","5323737.78","5517058.81","5543948.71","5646955.31","6237401.61","6097981.54","6386492.15","6151657.81","",
"Puerto Rico","PRI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3100","3100","3300","3300","2900","2800","2500","2500","2200","2200","2100","2200","2100","2000","2000","2275","2663","2881","3197","3597","2557","1784","2202","2655","2354","1496","1327","1288","1697","1977","2062","2357","2330","2322","2726","3817","3101","3685","3949","3937","5608","5457","3699","4095","3799","3912","3112","2389.3","2485","2363","1197.03","1510.1","1901.76","1932.31","1830.39","1845.85","1871.46","1575.66","1660.93","1535.3","1597.69","",
"Korea, Dem. People's Rep.","PRK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","304426","347387","354556","374129","372410","399143","429841","461690","489218","501844","456743","516133","573263","597457","693138","737608","822889","838564","1204006","1211961","1200299","1450354","1527917","1288383","1446800","1484900","1628100","2034000","1822000","1967000","1378000","1327000","1463000","1527398","1189000","1065400","1035600","725783","709500","701500","680550","714595","713095","713095","713105","713175","713180","713250","713550","715660","727285","728800","724110","720675","793545","787750","828750","833760","886760","884760","882300","",
"Portugal","PRT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","489781","517403","533385","558368","601929","566143","522866","583161","527572","480362","477628","453740","458419","492306","442645","387966","352766","313971","259874","251249","276121","269469","259938","255798","311486","327919","413184","397710","353693","340030","337660","337132","306884","301751","276668","272795","270798","234992","236328","218875","199657","202673","211706","220850","229256","227778","237731","264099","231798","205893.1","231770.58","225324.39","209055.8","206625.21","195002.95","199662.88","196332.24","195123.74","192261.17","198739.85","174499.71","",
"Paraguay","PRY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","700","700","700","700","800","1000","1400","1800","2200","2500","2700","2700","2800","2900","3000","3100","3200","3300","3350","3400","3500","5000","7500","13000","10022","10054","11051","12551","13050","18000","19075","20100","21190","22350","28350","28095","28095","28103","25570","25200","24700","24700","23920","23250","22550","21850","21200","20757.42","21929.06","22400","23450","24500","25481","25500","27825.25","28646.55","28940.46","31075","",
"West Bank and Gaza","PSE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1229","2493","3791","3625","3650","2623","1950","2379","1507","2951","1824","2340","2739","2908","1640","1979","1507","2360","2214","3038","3483","3586","3708","3950","4573","3990","",
"Pacific island small states","PSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","15200","15400","17500","18000","19766","21870","25686","26706","28656","28362","35182","34554","38524","38574","47395","44926","54382","52720","66590","81755","84796","92207","86886","105227.59","106926.74","113006","151559.79","152779.72","148599.07","155020.09","162552.13","195961.15","177476.82","171817.7","187885.3","207565.5","191082.9","224093.49","243775.2","296529.62","232936.34","224950.76","234672.55","316285.02","431722.66","452596.34","427640.06","434371.3","360140.85","368908.62","356178.6","378543.71","405599.71","394448.11","472064.22","532624.8","515318.3","488875.17","602408.89","752322.37","751492.33","",
"Post-demographic dividend","PST","Total fisheries production (metric tons)","ER.FSH.PROD.MT","17501244","18646853","19060069","19199946.1","19341053.1","21063063.4","21847448.8","23382503","24696952","23900363","25600365","26574810","27120157","27992433","28428956","27830633","29541508","29422997","29157985.1","28800106.7","29612138.9","30577617.16","30973369.26","32025788.02","33233060.34","32577251.43","33979720.37","34352596.81","36335163.5","35270243.36","33512457.34","32119023.67","31878103.75","31054320.57","30782750.48","30206716.67","29611015.51","30360260.01","29052436.11","28562687.8","27665535.53","27767415.42","26972943.19","26725567.38","26437179.58","26151760.04","26249960.19","26215357.94","25548616.47","25257275.81","25520130.16","25219359.79","24554061.86","24758151.85","25457575.82","25352262.05","24442526.82","25762193.63","25569181.71","24836732.64","23923285.67","",
"French Polynesia","PYF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2600","2700","3000","2500","2500","1900","2100","2000","2100","2300","2300","2200","2400","2600","2386","2169","2828","2705.5","2994","2486","2747","2691","2671","2295.5","2889","2448.21","2361.1","2310","2860","3233","4304","4072","3846","8386.17","9134.96","9440.7","10227.38","12328.32","13029","13272.82","14704.98","16121.62","16631.74","15617.06","14206.81","14550.83","15261.1","15432.19","14229.69","15279.36","15228.44","15737.31","17040.82","17244.94","17497.26","16091.62","15019.79","14882.46","14913.2","15147.51","14107.12","",
"Qatar","QAT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","800","800","1000","1000","1000","1300","1300","1500","1500","1500","1500","1500","2000","2200","2047","1989","2400","2433","2200","2200","2178","2604","2331","2114","3173","2484","1980","2678","3086","4374","5702","8136","7845","6994","5086","4271","4740","5034","5279","4397","7140","8865","7155","11295","11134","13946","16412","15226","17724","14100","13796","13021","11311","12062","16269","15213","14526","15368","14679","17152","15109.4","",
"Romania","ROU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","38000","38800","33400","36100","34000","37581","36933","48566","40892","45997","62809","72252","84289","102068","129453","136624","127197","150701","137676","179087","173606","192013","235653","242644","232449","237637","271126","264371","267618","224810","127734","125003","95381","34919","42651","69105","32159","19614","18675","16841","17099","18427","16228","18932","13232","13337","14751","16495","17942","17151","11669.32","11607.26","13964","15364","16927.98","20348.75","25302.03","27796.2","23477.45","23775.18","20172.88","",
"Russian Federation","RUS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8183884","8246556","7658693","6852132","5552573","4467715","3789591","4390952","4747731","4748500","4551494","4238575","4104502","3729276","3345547","3399975","3063387","3322873","3402263","3590028","3509646","3949267","4196794","4391167","4484407.79","4521770.92","4429659.01","4618181.46","4947451.53","5060373.59","5323509.13","5231713.15","5372211.06","",
"Rwanda","RWA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","500","500","700","700","700","800","800","800","900","900","800","1000","1368","1198","1008","1325","733","974","1223","982","1240","1248","825","945","1546","1694","1328","1516","2514","3561","3697","3553","3460","3379","3052","4546","6769","6733","6996","7263","7612","8427","8212","6850.15","7741.2","9246.2","11647.25","11612.3","13100.3","17259.33","19485.98","23555.2","26663","30954.2","26593","28357","27534","24760.2","37037.6","",
"South Asia","SAS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1695490.01","1554164","1631718","1713767","2076353","2131770","2215018.01","2252861","2448897","2540262","2733975","2862506","2783849","3130242","3380333","3223696","3164763","3371981.99","3400260.01","3450909.01","3542270","3597420","3565578","3787351.5","4165191.1","4201561.6","4413220.89","4415094","4685448","5229492","5389694","5766573","6018614.09","6421280.89","6703401.67","6910486.91","7315297.31","7689705.84","7709532.86","8244348.7","8275842.6","8622974","8777070","9006660.2","9282703.4","9710004.96","10348188","10390473","11535767","11772043.68","12587830.14","12228272.91","13514260.8","13756224.24","14659235.42","15132956.5","16048013.03","17184379.23","18134126.38","19054503.95","19859845.72","",
"Saudi Arabia","SAU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","10000","16200","18300","19600","17700","18600","20200","22100","21100","22000","21700","22300","23800","26400","23600","23000","23300","22800","24950","24460","24775","28570","31820","35300","38490","43696","45526","47888","46063","48390","42618","42442","48290","50525","56847","48388","51544","54085","56392","52320","55084","63549","63955","67264","66590","74796","81071","84631.4","91238","94105.85","91519","80557","77907","81212","92540","98130","108027","123025","140801","143073.6","161849.12","",
"Sudan","SDN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","17100","18000","19500","19900","20100","20000","20500","20500","22000","22300","22200","22200","22200","22600","22600","22600","24700","23570","26610","28520","26060","28530","29710","29500","29790","26320","23983","27243","29245","30300","31734","33316","35223","40214","44213","45003","46009.6","48010","50513","50513.5","54010","59007.5","58607.5","60607.5","64607.5","60607.5","58607.5","67466.5","70402.5","73698","73358","73008","41508","40208","39508","40008","41502","47390","51041","50770","47510","",
"Senegal","SEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","76200","82600","85900","87500","97600","106600","111700","118076","114976","118981","121065","134582","153039","193041","218108","226578","217663","216696","221219","225238","232530","227216","231971","262960","250359","244982","257938","251955","265009","290350","315161","328743","373391","386158","359929","366372","439287","483542","429554","441081","436109","431357","398149","469382","434577","399902","368433","412405","428352","446271","409794.59","427469.22","461476.47","470302.39","459542.41","426542.51","476240.92","535950.32","485762.69","517151.27","452848.34","",
"Singapore","SGP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","9200","9700","11500","12500","10400","11000","18500","18200","17300","17000","18310","15230","15735","18640","19276","17598","16504","15157","16206","16971","16082","16301","20202","20764.6","26289.6","23917.9","21487","16908","15250","12633","13348","13099","11551","11654","13661","13727","13510","13338","11439","10518","10483","7785","7796","7109","7579","7837","11676","8025","5141","5688","5230.87","5953.79","6201.31","7211.11","6695.32","8161.3","7346.35","6943.81","7011.4","7249.08","6246.54","",
"Solomon Islands","SLB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4000","4000","5000","5000","5300","5300","7300","7400","7400","7400","8500","13511","17005","15924","19676","16940","26284","22863","29192","35431","34866","34728","32518","46014.59","48829.74","43363","56743.39","43562.22","51607.07","50148.79","41409.36","63011.77","47115.72","43633.03","47522.3","64194.41","52458.45","61302.49","60739.59","54570.6","19579.34","24553.36","26258.55","37099.22","36756.87","32779.94","40879.26","33016.78","28617.9","32682.4","44649.66","45938.76","45884.47","48523.88","82882.71","80198.99","76155.86","54821.5","68257.61","74042.88","46520.67","",
"Sierra Leone","SLE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","20000","22800","26000","28100","29900","32600","32200","33600","23500","25500","31050","31150","51052","66976","68503","68597","55546","55547","52457","57593","48990","49862","51938","50090","51674","52430","52227","52124","52193","52127","56556","65761","68530","66303","62464","64895","67334","72658","63095","59437","74760","75240","83020","95956","132470","143023","144176","139585","197632","199075","200075","202075","203575","205075","206552","202185","202185","202185","202185","202185","200715","",
"El Salvador","SLV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","7300","8000","8200","8400","9200","9600","10600","9900","10200","10300","11100","10700","10400","12400","9654","8730","7201","6368","9540","12738","13958","20770","12916","7603","12189","16098","20446","21534","11733","10637","9159","11327","12615","13079","14883","15590","14791","12281","11377","10194","9851","20004","36724","36615","44634","43317","46296","58398","57104","52779.71","44082.93","59286.7","57382","55425","64959","61434.71","66520.68","59646.26","62364.98","59135.97","61488.97","",
"San Marino","SMR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7645.05","9143.8","10686.72","11286.44","13002.33","13012.95","12459.19","10975.54","10761.37","10537","8944.66","7278.65","9420.7","9353.77","7942.26","",
"Sub-Saharan Africa (excluding high income)","SSA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1945490","2115220","2264190","2398944","2682406","2756988","2931362","3320556","3824673","3801037","3300537","3351357","3705588","3856472","3851560","3638725","3358793","3325884","3302444","3201793","3045320","3103750","3086660","3276321","3196994","3243146","3469378","4266771","4219498.31","3868232.03","3986331.24","3685799.85","4552437.31","4465448.36","4201824.08","4460927.74","4439724.15","4610830.83","4778803.37","4933886.95","5166285.91","5243927.56","5284209.83","5527735.25","5709896.65","5657896.54","5435771.19","5606619.71","5687332.49","5670885.95","6054127.48","6290614.12","6749274.42","6660216.05","7042967.82","7159035.31","7288432.58","7815300.78","7744644.6","7800727.72","7650154.89","",
"South Sudan","SSD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37020","37020","37020","37020","35020","33021","32022","32027","30030","",
